Instance,Algorithm,Order,Iterations,ObjectiveFunctionValue,OptimalValue,Time(ns),SolutionFile
SetA_11x5S20,GRASP_VND,Reloc-Swap-DoorSwap,1,7708.0,7439.0,11806178,SetA_11x5S20-Solution
SetA_11x5S20,GRASP_VND,Reloc-Swap-DoorSwap,10,7685.0,7439.0,22526311,SetA_11x5S20-Solution
SetA_11x5S20,GRASP_VND,Reloc-Swap-DoorSwap,100,7531.0,7439.0,40120582,SetA_11x5S20-Solution
SetA_11x5S20,GRASP_VND,Reloc-Swap-DoorSwap,1000,7470.0,7439.0,96928210,SetA_11x5S20-Solution
SetA_11x5S20,GRASP_VND,Reloc-Swap-DoorSwap,10000,7478.0,7439.0,232911789,SetA_11x5S20-Solution
SetA_11x5S20,GRASP_VND,Reloc-Swap-DoorSwap,100000,7470.0,7439.0,808338862,SetA_11x5S20-Solution
SetA_11x5S20,GRASP_VND,Reloc-Swap-DoorSwap,1000000,7445.0,7439.0,6220936724,SetA_11x5S20-Solution
SetA_11x5S30,GRASP_VND,DoorSwap-Reloc-Swap,1,7745.0,7420.0,12582625,SetA_11x5S30-Solution
SetA_11x5S30,GRASP_VND,DoorSwap-Reloc-Swap,10,7514.0,7420.0,20110788,SetA_11x5S30-Solution
SetA_11x5S30,GRASP_VND,DoorSwap-Reloc-Swap,100,7485.0,7420.0,46703892,SetA_11x5S30-Solution
SetA_11x5S30,GRASP_VND,DoorSwap-Reloc-Swap,1000,7459.0,7420.0,124601615,SetA_11x5S30-Solution
SetA_11x5S30,GRASP_VND,DoorSwap-Reloc-Swap,10000,7450.0,7420.0,289064539,SetA_11x5S30-Solution
SetA_11x5S30,GRASP_VND,DoorSwap-Reloc-Swap,100000,7428.0,7420.0,949711512,SetA_11x5S30-Solution
SetA_11x5S30,GRASP_VND,DoorSwap-Reloc-Swap,1000000,7428.0,7420.0,6352227906,SetA_11x5S30-Solution
SetA_11x5S30,GRASP_VND,Reloc-Swap-DoorSwap,1,7792.0,7420.0,11264562,SetA_11x5S30-Solution
SetA_11x5S30,GRASP_VND,Reloc-Swap-DoorSwap,10,7490.0,7420.0,18079061,SetA_11x5S30-Solution
SetA_11x5S30,GRASP_VND,Reloc-Swap-DoorSwap,100,7467.0,7420.0,43056926,SetA_11x5S30-Solution
SetA_11x5S30,GRASP_VND,Reloc-Swap-DoorSwap,1000,7439.0,7420.0,119150362,SetA_11x5S30-Solution
SetA_11x5S30,GRASP_VND,Reloc-Swap-DoorSwap,10000,7440.0,7420.0,259742982,SetA_11x5S30-Solution
SetA_11x5S30,GRASP_VND,Reloc-Swap-DoorSwap,100000,7428.0,7420.0,898215427,SetA_11x5S30-Solution
SetA_11x5S30,GRASP_VND,Reloc-Swap-DoorSwap,1000000,7428.0,7420.0,6770216533,SetA_11x5S30-Solution
SetA_11x5S5,GRASP_VND,DoorSwap-Reloc-Swap,1,7948.0,7812.0,13624469,SetA_11x5S5-Solution
SetA_11x5S5,GRASP_VND,DoorSwap-Reloc-Swap,10,7940.0,7812.0,19084910,SetA_11x5S5-Solution
SetA_11x5S5,GRASP_VND,DoorSwap-Reloc-Swap,100,7818.0,7812.0,47573243,SetA_11x5S5-Solution
SetA_11x5S5,GRASP_VND,DoorSwap-Reloc-Swap,1000,7812.0,7812.0,144908185,SetA_11x5S5-Solution
SetA_11x5S5,GRASP_VND,DoorSwap-Reloc-Swap,10000,7812.0,7812.0,441324045,SetA_11x5S5-Solution
SetA_11x5S5,GRASP_VND,DoorSwap-Reloc-Swap,100000,7812.0,7812.0,2694196532,SetA_11x5S5-Solution
SetA_11x5S5,GRASP_VND,DoorSwap-Reloc-Swap,1000000,7812.0,7812.0,24378923781,SetA_11x5S5-Solution
SetA_11x5S5,GRASP_VND,Reloc-Swap-DoorSwap,1,8069.0,7812.0,13977385,SetA_11x5S5-Solution
SetA_11x5S5,GRASP_VND,Reloc-Swap-DoorSwap,10,7944.0,7812.0,21272781,SetA_11x5S5-Solution
SetA_11x5S5,GRASP_VND,Reloc-Swap-DoorSwap,100,7818.0,7812.0,49309272,SetA_11x5S5-Solution
SetA_11x5S5,GRASP_VND,Reloc-Swap-DoorSwap,1000,7812.0,7812.0,170651663,SetA_11x5S5-Solution
SetA_11x5S5,GRASP_VND,Reloc-Swap-DoorSwap,10000,7812.0,7812.0,459426383,SetA_11x5S5-Solution
SetA_11x5S5,GRASP_VND,Reloc-Swap-DoorSwap,100000,7812.0,7812.0,2716845441,SetA_11x5S5-Solution
SetA_11x5S5,GRASP_VND,Reloc-Swap-DoorSwap,1000000,7812.0,7812.0,26758326332,SetA_11x5S5-Solution
SetA_12x5S10,GRASP_VND,DoorSwap-Reloc-Swap,1,8275.0,7978.0,10929910,SetA_12x5S10-Solution
SetA_12x5S10,GRASP_VND,DoorSwap-Reloc-Swap,10,8244.0,7978.0,17887485,SetA_12x5S10-Solution
SetA_12x5S10,GRASP_VND,DoorSwap-Reloc-Swap,100,8201.0,7978.0,42784225,SetA_12x5S10-Solution
SetA_12x5S10,GRASP_VND,DoorSwap-Reloc-Swap,1000,8044.0,7978.0,99051419,SetA_12x5S10-Solution
SetA_12x5S10,GRASP_VND,DoorSwap-Reloc-Swap,10000,8044.0,7978.0,235155361,SetA_12x5S10-Solution
SetA_12x5S10,GRASP_VND,DoorSwap-Reloc-Swap,100000,8077.0,7978.0,886747051,SetA_12x5S10-Solution
SetA_12x5S10,GRASP_VND,DoorSwap-Reloc-Swap,1000000,8016.0,7978.0,7622845723,SetA_12x5S10-Solution
SetA_12x5S10,GRASP_VND,Reloc-Swap-DoorSwap,1,8469.0,7978.0,9855466,SetA_12x5S10-Solution
SetA_12x5S10,GRASP_VND,Reloc-Swap-DoorSwap,10,8251.0,7978.0,17290962,SetA_12x5S10-Solution
SetA_12x5S10,GRASP_VND,Reloc-Swap-DoorSwap,100,8130.0,7978.0,58428528,SetA_12x5S10-Solution
SetA_12x5S10,GRASP_VND,Reloc-Swap-DoorSwap,1000,8058.0,7978.0,107448981,SetA_12x5S10-Solution
SetA_12x5S10,GRASP_VND,Reloc-Swap-DoorSwap,10000,8020.0,7978.0,217031872,SetA_12x5S10-Solution
SetA_12x5S10,GRASP_VND,Reloc-Swap-DoorSwap,100000,8047.0,7978.0,873401680,SetA_12x5S10-Solution
SetA_12x5S10,GRASP_VND,Reloc-Swap-DoorSwap,1000000,8021.0,7978.0,6203958736,SetA_12x5S10-Solution
SetA_12x5S15,GRASP_VND,DoorSwap-Reloc-Swap,1,8406.0,7939.0,11885079,SetA_12x5S15-Solution
SetA_12x5S15,GRASP_VND,DoorSwap-Reloc-Swap,10,8212.0,7939.0,19004539,SetA_12x5S15-Solution
SetA_12x5S15,GRASP_VND,DoorSwap-Reloc-Swap,100,8003.0,7939.0,42626788,SetA_12x5S15-Solution
SetA_12x5S15,GRASP_VND,DoorSwap-Reloc-Swap,1000,8010.0,7939.0,105598582,SetA_12x5S15-Solution
SetA_12x5S15,GRASP_VND,DoorSwap-Reloc-Swap,10000,8024.0,7939.0,225157380,SetA_12x5S15-Solution
SetA_12x5S15,GRASP_VND,DoorSwap-Reloc-Swap,100000,8012.0,7939.0,866488897,SetA_12x5S15-Solution
SetA_12x5S15,GRASP_VND,DoorSwap-Reloc-Swap,1000000,7984.0,7939.0,11285712379,SetA_12x5S15-Solution
SetA_12x5S15,GRASP_VND,Reloc-Swap-DoorSwap,1,8238.0,7939.0,18034928,SetA_12x5S15-Solution
SetA_12x5S15,GRASP_VND,Reloc-Swap-DoorSwap,10,8185.0,7939.0,21589618,SetA_12x5S15-Solution
SetA_12x5S15,GRASP_VND,Reloc-Swap-DoorSwap,100,8153.0,7939.0,45693813,SetA_12x5S15-Solution
SetA_12x5S15,GRASP_VND,Reloc-Swap-DoorSwap,1000,7977.0,7939.0,98552020,SetA_12x5S15-Solution
SetA_12x5S15,GRASP_VND,Reloc-Swap-DoorSwap,10000,8012.0,7939.0,2752086112,SetA_12x5S15-Solution
SetA_12x5S15,GRASP_VND,Reloc-Swap-DoorSwap,100000,7994.0,7939.0,8762236249,SetA_12x5S15-Solution
SetA_12x5S15,GRASP_VND,Reloc-Swap-DoorSwap,1000000,7978.0,7939.0,22717566716,SetA_12x5S15-Solution
SetA_12x5S20,GRASP_VND,DoorSwap-Reloc-Swap,1,8244.0,7939.0,11523728,SetA_12x5S20-Solution
SetA_12x5S20,GRASP_VND,DoorSwap-Reloc-Swap,10,8064.0,7939.0,19409438,SetA_12x5S20-Solution
SetA_12x5S20,GRASP_VND,DoorSwap-Reloc-Swap,100,8013.0,7939.0,44907560,SetA_12x5S20-Solution
SetA_12x5S20,GRASP_VND,DoorSwap-Reloc-Swap,1000,7972.0,7939.0,120809050,SetA_12x5S20-Solution
SetA_12x5S20,GRASP_VND,DoorSwap-Reloc-Swap,10000,7966.0,7939.0,292282428,SetA_12x5S20-Solution
SetA_12x5S20,GRASP_VND,DoorSwap-Reloc-Swap,100000,7986.0,7939.0,956218245,SetA_12x5S20-Solution
SetA_12x5S20,GRASP_VND,DoorSwap-Reloc-Swap,1000000,7939.0,7939.0,38563007112,SetA_12x5S20-Solution
SetA_12x5S20,GRASP_VND,Reloc-Swap-DoorSwap,1,8356.0,7939.0,17288667,SetA_12x5S20-Solution
SetA_12x5S20,GRASP_VND,Reloc-Swap-DoorSwap,10,8086.0,7939.0,18064609,SetA_12x5S20-Solution
SetA_12x5S20,GRASP_VND,Reloc-Swap-DoorSwap,100,7949.0,7939.0,40627201,SetA_12x5S20-Solution
SetA_12x5S20,GRASP_VND,Reloc-Swap-DoorSwap,1000,7996.0,7939.0,105066138,SetA_12x5S20-Solution
SetA_12x5S20,GRASP_VND,Reloc-Swap-DoorSwap,10000,8003.0,7939.0,257603442,SetA_12x5S20-Solution
SetA_12x5S20,GRASP_VND,Reloc-Swap-DoorSwap,100000,7998.0,7939.0,930984060,SetA_12x5S20-Solution
SetA_12x5S20,GRASP_VND,Reloc-Swap-DoorSwap,1000000,7961.0,7939.0,8688498368,SetA_12x5S20-Solution
SetA_12x5S30,GRASP_VND,DoorSwap-Reloc-Swap,1,8175.0,7923.0,14380576,SetA_12x5S30-Solution
SetA_12x5S30,GRASP_VND,DoorSwap-Reloc-Swap,10,8019.0,7923.0,20467934,SetA_12x5S30-Solution
SetA_12x5S30,GRASP_VND,DoorSwap-Reloc-Swap,100,7973.0,7923.0,50581954,SetA_12x5S30-Solution
SetA_12x5S30,GRASP_VND,DoorSwap-Reloc-Swap,1000,7964.0,7923.0,140390908,SetA_12x5S30-Solution
SetA_12x5S30,GRASP_VND,DoorSwap-Reloc-Swap,10000,7987.0,7923.0,313070303,SetA_12x5S30-Solution
SetA_12x5S30,GRASP_VND,DoorSwap-Reloc-Swap,100000,7964.0,7923.0,1055688658,SetA_12x5S30-Solution
SetA_12x5S30,GRASP_VND,DoorSwap-Reloc-Swap,1000000,7948.0,7923.0,18777212295,SetA_12x5S30-Solution
SetA_12x5S30,GRASP_VND,Reloc-Swap-DoorSwap,1,8286.0,7923.0,13433856,SetA_12x5S30-Solution
SetA_12x5S30,GRASP_VND,Reloc-Swap-DoorSwap,10,8170.0,7923.0,17369712,SetA_12x5S30-Solution
SetA_12x5S30,GRASP_VND,Reloc-Swap-DoorSwap,100,8037.0,7923.0,46553816,SetA_12x5S30-Solution
SetA_12x5S30,GRASP_VND,Reloc-Swap-DoorSwap,1000,7952.0,7923.0,123526868,SetA_12x5S30-Solution
SetA_12x5S30,GRASP_VND,Reloc-Swap-DoorSwap,10000,7953.0,7923.0,300312321,SetA_12x5S30-Solution
SetA_12x5S30,GRASP_VND,Reloc-Swap-DoorSwap,100000,7948.0,7923.0,1002165321,SetA_12x5S30-Solution
SetA_12x5S30,GRASP_VND,Reloc-Swap-DoorSwap,1000000,7937.0,7923.0,7972398020,SetA_12x5S30-Solution
SetA_12x5S5,GRASP_VND,DoorSwap-Reloc-Swap,1,8498.0,8072.0,17888976,SetA_12x5S5-Solution
SetA_12x5S5,GRASP_VND,DoorSwap-Reloc-Swap,10,8225.0,8072.0,21561215,SetA_12x5S5-Solution
SetA_12x5S5,GRASP_VND,DoorSwap-Reloc-Swap,100,8186.0,8072.0,43937013,SetA_12x5S5-Solution
SetA_12x5S5,GRASP_VND,DoorSwap-Reloc-Swap,1000,8144.0,8072.0,125818414,SetA_12x5S5-Solution
SetA_12x5S5,GRASP_VND,DoorSwap-Reloc-Swap,10000,8072.0,8072.0,348429352,SetA_12x5S5-Solution
SetA_12x5S5,GRASP_VND,DoorSwap-Reloc-Swap,100000,8072.0,8072.0,1632968579,SetA_12x5S5-Solution
SetA_12x5S5,GRASP_VND,DoorSwap-Reloc-Swap,1000000,8072.0,8072.0,14263929853,SetA_12x5S5-Solution
SetA_12x5S5,GRASP_VND,Reloc-Swap-DoorSwap,1,8550.0,8072.0,11483458,SetA_12x5S5-Solution
SetA_12x5S5,GRASP_VND,Reloc-Swap-DoorSwap,10,8261.0,8072.0,19934396,SetA_12x5S5-Solution
SetA_12x5S5,GRASP_VND,Reloc-Swap-DoorSwap,100,8243.0,8072.0,41587537,SetA_12x5S5-Solution
SetA_12x5S5,GRASP_VND,Reloc-Swap-DoorSwap,1000,8125.0,8072.0,152741274,SetA_12x5S5-Solution
SetA_12x5S5,GRASP_VND,Reloc-Swap-DoorSwap,10000,8088.0,8072.0,441924807,SetA_12x5S5-Solution
SetA_12x5S5,GRASP_VND,Reloc-Swap-DoorSwap,100000,8088.0,8072.0,1653649666,SetA_12x5S5-Solution
SetA_12x5S5,GRASP_VND,Reloc-Swap-DoorSwap,1000000,8087.0,8072.0,14005824745,SetA_12x5S5-Solution
SetA_12x6S10,GRASP_VND,DoorSwap-Reloc-Swap,1,10954.0,10456.0,20879982,SetA_12x6S10-Solution
SetA_12x6S10,GRASP_VND,DoorSwap-Reloc-Swap,10,10818.0,10456.0,39185404,SetA_12x6S10-Solution
SetA_12x6S10,GRASP_VND,DoorSwap-Reloc-Swap,100,10698.0,10456.0,67036457,SetA_12x6S10-Solution
SetA_12x6S10,GRASP_VND,DoorSwap-Reloc-Swap,1000,10586.0,10456.0,229322749,SetA_12x6S10-Solution
SetA_12x6S10,GRASP_VND,DoorSwap-Reloc-Swap,10000,10491.0,10456.0,419040441,SetA_12x6S10-Solution
SetA_12x6S10,GRASP_VND,DoorSwap-Reloc-Swap,100000,10555.0,10456.0,1386459962,SetA_12x6S10-Solution
SetA_12x6S10,GRASP_VND,DoorSwap-Reloc-Swap,1000000,10525.0,10456.0,6934871121,SetA_12x6S10-Solution
SetA_12x6S10,GRASP_VND,Reloc-Swap-DoorSwap,1,10736.0,10456.0,11405467,SetA_12x6S10-Solution
SetA_12x6S10,GRASP_VND,Reloc-Swap-DoorSwap,10,10712.0,10456.0,18553490,SetA_12x6S10-Solution
SetA_12x6S10,GRASP_VND,Reloc-Swap-DoorSwap,100,10678.0,10456.0,42900293,SetA_12x6S10-Solution
SetA_12x6S10,GRASP_VND,Reloc-Swap-DoorSwap,1000,10552.0,10456.0,132416326,SetA_12x6S10-Solution
SetA_12x6S10,GRASP_VND,Reloc-Swap-DoorSwap,10000,10556.0,10456.0,283507421,SetA_12x6S10-Solution
SetA_12x6S10,GRASP_VND,Reloc-Swap-DoorSwap,100000,10532.0,10456.0,979397983,SetA_12x6S10-Solution
SetA_12x6S10,GRASP_VND,Reloc-Swap-DoorSwap,1000000,10535.0,10456.0,6864665374,SetA_12x6S10-Solution
SetA_12x6S15,GRASP_VND,DoorSwap-Reloc-Swap,1,10911.0,10362.0,11201337,SetA_12x6S15-Solution
SetA_12x6S15,GRASP_VND,DoorSwap-Reloc-Swap,10,10542.0,10362.0,20778062,SetA_12x6S15-Solution
SetA_12x6S15,GRASP_VND,DoorSwap-Reloc-Swap,100,10481.0,10362.0,52655202,SetA_12x6S15-Solution
SetA_12x6S15,GRASP_VND,DoorSwap-Reloc-Swap,1000,10478.0,10362.0,155774609,SetA_12x6S15-Solution
SetA_12x6S15,GRASP_VND,DoorSwap-Reloc-Swap,10000,10469.0,10362.0,320798901,SetA_12x6S15-Solution
SetA_12x6S15,GRASP_VND,DoorSwap-Reloc-Swap,100000,10461.0,10362.0,1011500918,SetA_12x6S15-Solution
SetA_12x6S15,GRASP_VND,DoorSwap-Reloc-Swap,1000000,10459.0,10362.0,7260553840,SetA_12x6S15-Solution
SetA_12x6S15,GRASP_VND,Reloc-Swap-DoorSwap,1,10923.0,10362.0,12529883,SetA_12x6S15-Solution
SetA_12x6S15,GRASP_VND,Reloc-Swap-DoorSwap,10,10683.0,10362.0,19880904,SetA_12x6S15-Solution
SetA_12x6S15,GRASP_VND,Reloc-Swap-DoorSwap,100,10577.0,10362.0,44206002,SetA_12x6S15-Solution
SetA_12x6S15,GRASP_VND,Reloc-Swap-DoorSwap,1000,10534.0,10362.0,139546187,SetA_12x6S15-Solution
SetA_12x6S15,GRASP_VND,Reloc-Swap-DoorSwap,10000,10467.0,10362.0,331750325,SetA_12x6S15-Solution
SetA_12x6S15,GRASP_VND,Reloc-Swap-DoorSwap,100000,10475.0,10362.0,1030039237,SetA_12x6S15-Solution
SetA_12x6S15,GRASP_VND,Reloc-Swap-DoorSwap,1000000,10460.0,10362.0,7174668920,SetA_12x6S15-Solution
SetA_12x6S20,GRASP_VND,DoorSwap-Reloc-Swap,1,10842.0,10312.0,12960819,SetA_12x6S20-Solution
SetA_12x6S20,GRASP_VND,DoorSwap-Reloc-Swap,10,10660.0,10312.0,20008173,SetA_12x6S20-Solution
SetA_12x6S20,GRASP_VND,DoorSwap-Reloc-Swap,100,10509.0,10312.0,53140602,SetA_12x6S20-Solution
SetA_12x6S20,GRASP_VND,DoorSwap-Reloc-Swap,1000,10398.0,10312.0,169373919,SetA_12x6S20-Solution
SetA_12x6S20,GRASP_VND,DoorSwap-Reloc-Swap,10000,10380.0,10312.0,368049203,SetA_12x6S20-Solution
SetA_12x6S20,GRASP_VND,DoorSwap-Reloc-Swap,100000,10378.0,10312.0,1122273178,SetA_12x6S20-Solution
SetA_12x6S20,GRASP_VND,DoorSwap-Reloc-Swap,1000000,10312.0,10312.0,7699383305,SetA_12x6S20-Solution
SetA_12x6S20,GRASP_VND,Reloc-Swap-DoorSwap,1,10841.0,10312.0,11042381,SetA_12x6S20-Solution
SetA_12x6S20,GRASP_VND,Reloc-Swap-DoorSwap,10,10549.0,10312.0,18371569,SetA_12x6S20-Solution
SetA_12x6S20,GRASP_VND,Reloc-Swap-DoorSwap,100,10375.0,10312.0,44770882,SetA_12x6S20-Solution
SetA_12x6S20,GRASP_VND,Reloc-Swap-DoorSwap,1000,10410.0,10312.0,133619777,SetA_12x6S20-Solution
SetA_12x6S20,GRASP_VND,Reloc-Swap-DoorSwap,10000,10333.0,10312.0,317483829,SetA_12x6S20-Solution
SetA_12x6S20,GRASP_VND,Reloc-Swap-DoorSwap,100000,10331.0,10312.0,1046834326,SetA_12x6S20-Solution
SetA_12x6S20,GRASP_VND,Reloc-Swap-DoorSwap,1000000,10376.0,10312.0,7552500164,SetA_12x6S20-Solution
SetA_12x6S30,GRASP_VND,DoorSwap-Reloc-Swap,1,10406.0,10228.0,14315046,SetA_12x6S30-Solution
SetA_12x6S30,GRASP_VND,DoorSwap-Reloc-Swap,10,10394.0,10228.0,21429332,SetA_12x6S30-Solution
SetA_12x6S30,GRASP_VND,DoorSwap-Reloc-Swap,100,10340.0,10228.0,55904952,SetA_12x6S30-Solution
SetA_12x6S30,GRASP_VND,DoorSwap-Reloc-Swap,1000,10260.0,10228.0,181482114,SetA_12x6S30-Solution
SetA_12x6S30,GRASP_VND,DoorSwap-Reloc-Swap,10000,10297.0,10228.0,411259286,SetA_12x6S30-Solution
SetA_12x6S30,GRASP_VND,DoorSwap-Reloc-Swap,100000,10321.0,10228.0,1196443480,SetA_12x6S30-Solution
SetA_12x6S30,GRASP_VND,DoorSwap-Reloc-Swap,1000000,10287.0,10228.0,8268519679,SetA_12x6S30-Solution
SetA_12x6S30,GRASP_VND,Reloc-Swap-DoorSwap,1,10628.0,10228.0,12417027,SetA_12x6S30-Solution
SetA_12x6S30,GRASP_VND,Reloc-Swap-DoorSwap,10,10386.0,10228.0,20261293,SetA_12x6S30-Solution
SetA_12x6S30,GRASP_VND,Reloc-Swap-DoorSwap,100,10410.0,10228.0,51204972,SetA_12x6S30-Solution
SetA_12x6S30,GRASP_VND,Reloc-Swap-DoorSwap,1000,10344.0,10228.0,141651547,SetA_12x6S30-Solution
SetA_12x6S30,GRASP_VND,Reloc-Swap-DoorSwap,10000,10295.0,10228.0,334808168,SetA_12x6S30-Solution
SetA_12x6S30,GRASP_VND,Reloc-Swap-DoorSwap,100000,10316.0,10228.0,1150702298,SetA_12x6S30-Solution
SetA_12x6S30,GRASP_VND,Reloc-Swap-DoorSwap,1000000,10306.0,10228.0,8352208874,SetA_12x6S30-Solution
SetA_12x6S5,GRASP_VND,DoorSwap-Reloc-Swap,1,11046.0,10891.0,12786317,SetA_12x6S5-Solution
SetA_12x6S5,GRASP_VND,DoorSwap-Reloc-Swap,10,11031.0,10891.0,17923823,SetA_12x6S5-Solution
SetA_12x6S5,GRASP_VND,DoorSwap-Reloc-Swap,100,10907.0,10891.0,42867814,SetA_12x6S5-Solution
SetA_12x6S5,GRASP_VND,DoorSwap-Reloc-Swap,1000,10901.0,10891.0,128944054,SetA_12x6S5-Solution
SetA_12x6S5,GRASP_VND,DoorSwap-Reloc-Swap,10000,10891.0,10891.0,327150862,SetA_12x6S5-Solution
SetA_12x6S5,GRASP_VND,DoorSwap-Reloc-Swap,100000,10891.0,10891.0,1352383980,SetA_12x6S5-Solution
SetA_12x6S5,GRASP_VND,DoorSwap-Reloc-Swap,1000000,10891.0,10891.0,10940049477,SetA_12x6S5-Solution
SetA_12x6S5,GRASP_VND,Reloc-Swap-DoorSwap,1,11001.0,10891.0,12481350,SetA_12x6S5-Solution
SetA_12x6S5,GRASP_VND,Reloc-Swap-DoorSwap,10,10986.0,10891.0,19700820,SetA_12x6S5-Solution
SetA_12x6S5,GRASP_VND,Reloc-Swap-DoorSwap,100,10907.0,10891.0,46288572,SetA_12x6S5-Solution
SetA_12x6S5,GRASP_VND,Reloc-Swap-DoorSwap,1000,10891.0,10891.0,134625986,SetA_12x6S5-Solution
SetA_12x6S5,GRASP_VND,Reloc-Swap-DoorSwap,10000,10901.0,10891.0,330808954,SetA_12x6S5-Solution
SetA_12x6S5,GRASP_VND,Reloc-Swap-DoorSwap,100000,10891.0,10891.0,1361649326,SetA_12x6S5-Solution
